감지일자,SKEL_ID,SKEL_지점명,거리(km),경쟁사_ID,경쟁사_지점명,운영사,용량,경쟁사_주소,총용량
2025-12-18,ST311704,일산복개천 공영주차장,0.775,ME183042,일산동 공영주차장,환경부,50.0,울산광역시 동구 일산동 948-4,
2025-12-18,ST311704,일산복개천 공영주차장,0.775,ME183042,일산동 공영주차장,환경부,50.0,울산광역시 동구 일산동 948-4,
2025-12-18,ST311706,대왕암공원 공영주차장,0.877,ME183042,일산동 공영주차장,환경부,50.0,울산광역시 동구 일산동 948-4,
2025-12-18,ST311706,대왕암공원 공영주차장,0.877,ME183042,일산동 공영주차장,환경부,50.0,울산광역시 동구 일산동 948-4,
2025-12-18,ST311706,대왕암공원 공영주차장,0.877,ME183042,일산동 공영주차장,환경부,50.0,울산광역시 동구 일산동 948-4,
2025-12-18,ST311706,대왕암공원 공영주차장,0.877,ME183042,일산동 공영주차장,환경부,50.0,울산광역시 동구 일산동 948-4,
2025-12-18,ST311704,일산복개천 공영주차장,0.704,ME183043,전하 공영주차장,환경부,50.0,"울산광역시 동구 진성8길 119 , 입구 소형차 주차구역",
2025-12-18,ST311704,일산복개천 공영주차장,0.704,ME183043,전하 공영주차장,환경부,50.0,"울산광역시 동구 진성8길 119 , 입구 소형차 주차구역",
2025-12-18,ST311702,동구청(울산),0.148,ME183045,울산동구청,환경부,50.0,"울산광역시 동구 봉수로 155, 보건소 앞 지상주차장",
2025-12-18,ST311702,동구청(울산),0.148,ME183045,울산동구청,환경부,50.0,"울산광역시 동구 봉수로 155, 보건소 앞 지상주차장",
2025-12-18,ST311704,일산복개천 공영주차장,0.944,ME183045,울산동구청,환경부,50.0,"울산광역시 동구 봉수로 155, 보건소 앞 지상주차장",
2025-12-18,ST311704,일산복개천 공영주차장,0.944,ME183045,울산동구청,환경부,50.0,"울산광역시 동구 봉수로 155, 보건소 앞 지상주차장",
2025-12-18,ST317108,기아자동차 언양대리점,0.643,ME183047,언양강변 공영주차장,환경부,50.0,울산광역시 울주군 언양읍 남부리 336-3,
2025-12-18,ST311401,이마트 울산점,0.327,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311401,이마트 울산점,0.327,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311401,이마트 울산점,0.327,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311401,이마트 울산점,0.327,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311401,이마트 울산점,0.327,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311401,이마트 울산점,0.327,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.399,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.399,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311416,삼산2 공영주차장,0.012,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311416,삼산2 공영주차장,0.012,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311417,삼산1 공영주차장,0.5,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311417,삼산1 공영주차장,0.5,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311421,코레일 태화강역,0.726,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311421,코레일 태화강역,0.726,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST311421,코레일 태화강역,0.726,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST601238,삼산제일주유소,0.828,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST601238,삼산제일주유소,0.828,ME183049,삼산2공영주차장,환경부,50.0,"울산광역시 남구 삼산동 1627-3, 입구 좌측",
2025-12-18,ST312004,현대자동차 울산지점,0.517,ME183051,효문동 주민센터,환경부,50.0,울산광역시 북구 산업로 970,
2025-12-18,ST312005,홈씨씨 울산점,0.417,ME183051,효문동 주민센터,환경부,50.0,울산광역시 북구 산업로 970,
2025-12-18,ST312005,홈씨씨 울산점,0.417,ME183051,효문동 주민센터,환경부,50.0,울산광역시 북구 산업로 970,
2025-12-18,ST600393,삼성스토어 북울산,0.501,ME183051,효문동 주민센터,환경부,50.0,울산광역시 북구 산업로 970,
2025-12-18,ST600393,삼성스토어 북울산,0.501,ME183051,효문동 주민센터,환경부,50.0,울산광역시 북구 산업로 970,
2025-12-18,ST311407,울산법인택시조합,0.747,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST311407,울산법인택시조합,0.747,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST600518,승진택시,0.892,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST600518,승진택시,0.892,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST601226,한진주유소,0.914,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST601226,한진주유소,0.914,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST601256,동신셀프주유소,0.72,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST601256,동신셀프주유소,0.72,ME183073,왕생이공원공영주차장,환경부,50.0,"울산광역시 남구 달동 1345-6, 입구 우측",
2025-12-18,ST311409,야음 공영주차장,0.026,ME183074,야음공영주차장,환경부,50.0,"울산광역시 남구 야음동 338-1, 입구 좌측",
2025-12-18,ST311409,야음 공영주차장,0.026,ME183074,야음공영주차장,환경부,50.0,"울산광역시 남구 야음동 338-1, 입구 좌측",
2025-12-18,ST311411,신정1동 공영주차장,0.358,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311411,신정1동 공영주차장,0.358,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311415,종하거리 공영주차장,0.578,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311415,종하거리 공영주차장,0.578,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311415,종하거리 공영주차장,0.578,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311415,종하거리 공영주차장,0.578,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311420,삼성스토어 울산,0.767,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311420,삼성스토어 울산,0.767,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST600518,승진택시,0.866,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST600518,승진택시,0.866,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST601255,달동맥주유소,0.818,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST601255,달동맥주유소,0.818,ME184078,울산시청,환경부,50.0,울산광역시 남구 중앙로 201,
2025-12-18,ST311413,삼호동 공영주차장,0.888,ME184081,태화강국가공원,환경부,50.0,울산광역시 중구 내오산로 33,
2025-12-18,ST311413,삼호동 공영주차장,0.888,ME184081,태화강국가공원,환경부,50.0,울산광역시 중구 내오산로 33,
2025-12-18,ST311401,이마트 울산점,0.818,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311401,이마트 울산점,0.818,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311401,이마트 울산점,0.818,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311401,이마트 울산점,0.818,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311401,이마트 울산점,0.818,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311401,이마트 울산점,0.818,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.708,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.708,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311416,삼산2 공영주차장,0.514,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311416,삼산2 공영주차장,0.514,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311417,삼산1 공영주차장,0.611,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311417,삼산1 공영주차장,0.611,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST601238,삼산제일주유소,0.331,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST601238,삼산제일주유소,0.331,ME18C190,보람병원 앞 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1554-1,
2025-12-18,ST311407,울산법인택시조합,0.264,ME18C191,울산병원 앞 공영주차장,환경부,100.0,울산광역시 남구 신정동 34-80,
2025-12-18,ST311407,울산법인택시조합,0.264,ME18C191,울산병원 앞 공영주차장,환경부,100.0,울산광역시 남구 신정동 34-80,
2025-12-18,ST601226,한진주유소,0.351,ME18C191,울산병원 앞 공영주차장,환경부,100.0,울산광역시 남구 신정동 34-80,
2025-12-18,ST601226,한진주유소,0.351,ME18C191,울산병원 앞 공영주차장,환경부,100.0,울산광역시 남구 신정동 34-80,
2025-12-18,ST601256,동신셀프주유소,0.276,ME18C191,울산병원 앞 공영주차장,환경부,100.0,울산광역시 남구 신정동 34-80,
2025-12-18,ST601256,동신셀프주유소,0.276,ME18C191,울산병원 앞 공영주차장,환경부,100.0,울산광역시 남구 신정동 34-80,
2025-12-18,ST311705,남목마성시장 공영주차장,0.515,ME18C193,옥류천 공영주차장,환경부,100.0,울산광역시 동구 동부동 425-1,
2025-12-18,ST311705,남목마성시장 공영주차장,0.515,ME18C193,옥류천 공영주차장,환경부,100.0,울산광역시 동구 동부동 425-1,
2025-12-18,ST311102,현대자동차 우정대리점,0.709,ME18C198,한국동서발전 본사,환경부,100.0,울산광역시 중구 종가로 395,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311405,기아오토큐 동영1급정비소,0.687,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.42,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.42,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311416,삼산2 공영주차장,0.692,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311416,삼산2 공영주차장,0.692,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311417,삼산1 공영주차장,0.621,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311417,삼산1 공영주차장,0.621,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311401,이마트 울산점,0.65,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311405,기아오토큐 동영1급정비소,0.687,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.42,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311412,공구월드상가옆 공영주차장,0.42,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311416,삼산2 공영주차장,0.692,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311416,삼산2 공영주차장,0.692,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311417,삼산1 공영주차장,0.621,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311417,삼산1 공영주차장,0.621,ME18C269,울산도서관,환경부,200.0,울산광역시 남구 꽃대나리로 140,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST311706,대왕암공원 공영주차장,0.76,ME18C270,수협 직판장 주차장,환경부,200.0,울산광역시 동구 동진5길 71,
2025-12-18,ST312004,현대자동차 울산지점,0.416,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST312005,홈씨씨 울산점,0.584,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST312005,홈씨씨 울산점,0.584,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST600393,삼성스토어 북울산,0.256,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST600393,삼성스토어 북울산,0.256,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST312004,현대자동차 울산지점,0.416,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST312005,홈씨씨 울산점,0.584,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST312005,홈씨씨 울산점,0.584,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST600393,삼성스토어 북울산,0.256,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST600393,삼성스토어 북울산,0.256,ME18C272,울산농수산물종합유통센터,환경부,200.0,울산광역시 북구 진장유통로 90,
2025-12-18,ST312002,메가마트 신선도원몰,0.931,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312002,메가마트 신선도원몰,0.931,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312004,현대자동차 울산지점,0.829,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312005,홈씨씨 울산점,0.976,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312005,홈씨씨 울산점,0.976,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST600393,삼성스토어 북울산,0.937,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST600393,삼성스토어 북울산,0.937,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312002,메가마트 신선도원몰,0.931,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312002,메가마트 신선도원몰,0.931,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312004,현대자동차 울산지점,0.829,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312005,홈씨씨 울산점,0.976,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST312005,홈씨씨 울산점,0.976,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST600393,삼성스토어 북울산,0.937,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST600393,삼성스토어 북울산,0.937,ME18C273,울산중부경찰서,환경부,200.0,울산광역시 중구 번영로 620,
2025-12-18,ST311102,현대자동차 우정대리점,0.851,ME18C274,문화의전당,환경부,200.0,울산광역시 중구 성안동 244,
2025-12-18,ST311102,현대자동차 우정대리점,0.851,ME18C274,문화의전당,환경부,200.0,울산광역시 중구 성안동 244,
2025-12-18,ST311102,현대자동차 우정대리점,0.783,ME18C275,성남공영주차장,환경부,200.0,울산광역시 중구 성남동 190-200,
2025-12-18,ST311102,현대자동차 우정대리점,0.783,ME18C275,성남공영주차장,환경부,200.0,울산광역시 중구 성남동 190-200,
2025-12-18,ST311407,울산법인택시조합,0.482,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST311407,울산법인택시조합,0.482,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST600518,승진택시,0.924,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST600518,승진택시,0.924,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601226,한진주유소,0.706,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601226,한진주유소,0.706,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601256,동신셀프주유소,0.456,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601256,동신셀프주유소,0.456,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST311407,울산법인택시조합,0.482,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST311407,울산법인택시조합,0.482,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST600518,승진택시,0.924,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST600518,승진택시,0.924,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601226,한진주유소,0.706,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601226,한진주유소,0.706,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601256,동신셀프주유소,0.456,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST601256,동신셀프주유소,0.456,ME18C277,울산 문화예술회관,환경부,200.0,울산광역시 남구 번영로 200,
2025-12-18,ST317115,언양휴게소 (서울),0.113,ME18C501,언양(서울) 휴게소,환경부,100.0,울산광역시 울주군 언양읍 언동3길 20-48,
2025-12-18,ST317115,언양휴게소 (서울),0.113,ME18C501,언양(서울) 휴게소,환경부,100.0,울산광역시 울주군 언양읍 언동3길 20-48,
2025-12-18,ST317115,언양휴게소 (서울),0.113,ME18C501,언양(서울) 휴게소,환경부,100.0,울산광역시 울주군 언양읍 언동3길 20-48,
2025-12-18,ST317115,언양휴게소 (서울),0.113,ME18C501,언양(서울) 휴게소,환경부,100.0,울산광역시 울주군 언양읍 언동3길 20-48,
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,50.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,100.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST601239,월드컵주유소,0.806,ME195011,울산체육공원 문수구장,환경부,100.0,"울산광역시 남구 옥동 산11,12",
2025-12-18,ST311414,수암 공영주차장,0.864,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST311414,수암 공영주차장,0.864,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST311415,종하거리 공영주차장,0.803,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST311415,종하거리 공영주차장,0.803,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST311415,종하거리 공영주차장,0.803,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST311415,종하거리 공영주차장,0.803,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST601255,달동맥주유소,0.819,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST601255,달동맥주유소,0.819,ME195014,울산박물관,환경부,50.0,울산광역시 남구 두왕로 277,
2025-12-18,ST311702,동구청(울산),0.703,ME195015,동구 대학1길 공영주차장,환경부,100.0,울산광역시 동구 화정동 198,
2025-12-18,ST311702,동구청(울산),0.703,ME195015,동구 대학1길 공영주차장,환경부,100.0,울산광역시 동구 화정동 198,
2025-12-18,ST311704,일산복개천 공영주차장,0.936,ME195015,동구 대학1길 공영주차장,환경부,100.0,울산광역시 동구 화정동 198,
2025-12-18,ST311704,일산복개천 공영주차장,0.936,ME195015,동구 대학1길 공영주차장,환경부,100.0,울산광역시 동구 화정동 198,
2025-12-18,ST311705,남목마성시장 공영주차장,0.88,ME195016,남목1동 주민센터,환경부,50.0,울산광역시 동구 방어진순환도로 1170,
2025-12-18,ST311705,남목마성시장 공영주차장,0.88,ME195016,남목1동 주민센터,환경부,50.0,울산광역시 동구 방어진순환도로 1170,
2025-12-18,ST311401,이마트 울산점,0.513,ME19C148,삼산1 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1622-4,
2025-12-18,ST311401,이마트 울산점,0.513,ME19C148,삼산1 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1622-4,
2025-12-18,ST311401,이마트 울산점,0.513,ME19C148,삼산1 공영주차장,환경부,100.0,울산광역시 남구 삼산동 1622-4,
